timestamp,lmp_usd_per_mwh
2022-01-01 00:00:00+00:00,58.34990301089288
2022-01-01 01:00:00+00:00,54.78140218696892
2022-01-01 02:00:00+00:00,57.63256681087009
2022-01-01 03:00:00+00:00,60.78106083919525
2022-01-01 04:00:00+00:00,52.57871501835382
2022-01-01 05:00:00+00:00,52.27409262984977
2022-01-01 06:00:00+00:00,59.831341692999864
2022-01-01 07:00:00+00:00,55.522190288110124
2022-01-01 08:00:00+00:00,50.68728368794867
2022-01-01 09:00:00+00:00,57.88841633687186
2022-01-01 10:00:00+00:00,58.24728857368356
2022-01-01 11:00:00+00:00,61.5068145430524
2022-01-01 12:00:00+00:00,66.1524841013578
2022-01-01 13:00:00+00:00,56.60481298043884
2022-01-01 14:00:00+00:00,57.721423637386465
2022-01-01 15:00:00+00:00,62.80259404494754
2022-01-01 16:00:00+00:00,63.363587432314496
2022-01-01 17:00:00+00:00,66.78386104441428
2022-01-01 18:00:00+00:00,59.122096332513486
2022-01-01 19:00:00+00:00,53.520058730568216
2022-01-01 20:00:00+00:00,60.900432958207865
2022-01-01 21:00:00+00:00,54.06592519915877
2022-01-01 22:00:00+00:00,56.09784417151421
2022-01-01 23:00:00+00:00,50.29771946288881
2022-01-02 00:00:00+00:00,53.766420727462204
2022-01-02 01:00:00+00:00,56.458510154793345
2022-01-02 02:00:00+00:00,50.91152180396913
2022-01-02 03:00:00+00:00,55.85415939875014
2022-01-02 04:00:00+00:00,51.47799818302698
2022-01-02 05:00:00+00:00,52.47388239809284
2022-01-02 06:00:00+00:00,49.96185111403231
2022-01-02 07:00:00+00:00,58.744124466507785
2022-01-02 08:00:00+00:00,51.4445473914636
2022-01-02 09:00:00+00:00,51.05841420439577
2022-01-02 10:00:00+00:00,62.25297384042169
2022-01-02 11:00:00+00:00,57.6730694778295
2022-01-02 12:00:00+00:00,65.96769539909599
2022-01-02 13:00:00+00:00,56.776964136845535
2022-01-02 14:00:00+00:00,62.98815530277324
2022-01-02 15:00:00+00:00,69.43664660649605
